"OBJECTID,N,9,0","Region,C,254","Division,C,254","ID,N,19,11","School,C,254","Municipali,C,254","Legislativ,C,254","Total_Enro,N,19,11","Total_Inst,N,19,11","Color_Code,C,254","Barangay,C,254","Province,C,254","District,C,254","Type_of_Sc,C,254","GPS_Source,C,50"
120,Region XI,Compostela Valley,128553.00000000000,P. Fuentes ES,PANTUKAN,2nd,186.00000000000,7.00000000000,Blue,Fuentes,COMPOSTELA VALLEY,Pantukan,School with no Annexes,GPS Pinning (2012)
121,Region XI,Compostela Valley,128556.00000000000,Piasusuan ES,PANTUKAN,2nd,68.00000000000,3.00000000000,Blue,Napnapan,COMPOSTELA VALLEY,Pantukan,School with no Annexes,GPS Pinning (2012)
122,Region XI,Davao Oriental,129389.00000000000,BGR Executive ES,CITY OF MATI (Capital),2nd,457.00000000000,12.00000000000,Blue,Dahican,DAVAO ORIENTAL,Mati North,School with no Annexes,GPS Pinning (2012)
123,Region XI,Compostela Valley,128546.00000000000,Las Arenas ES,PANTUKAN,2nd,183.00000000000,6.00000000000,Blue,Las Arenas,COMPOSTELA VALLEY,Pantukan,School with no Annexes,GPS Pinning (2012)
124,Region XI,Davao Oriental,304328.00000000000,Davao Oriental Regional Science High School,CITY OF MATI (Capital),2nd,324.00000000000,9.00000000000,Blue,Dahican,DAVAO ORIENTAL,Mati North,School with no Annexes,GPS Pinning (2012)
125,Region XI,Davao Oriental,129382.00000000000,Mayor Luisito G. Rabat Memorial School,CITY OF MATI (Capital),2nd,1899.00000000000,41.00000000000,Yellow,Central,DAVAO ORIENTAL,Mati Central,School with no Annexes,GPS Pinning (2012)
126,Region XI,Davao Oriental,205504.00000000000,Rabat-Rocamora Mati Central SPED Sch.,CITY OF MATI (Capital),2nd,756.00000000000,18.00000000000,Blue,Central,DAVAO ORIENTAL,Mati Central,School with no Annexes,GPS Pinning (2012)
127,Region XI,Davao Oriental,129377.00000000000,BLISS ES,CITY OF MATI (Capital),2nd,540.00000000000,14.00000000000,Blue,Sainz,DAVAO ORIENTAL,Mati Central,School with no Annexes,GPS Pinning (2012)
128,Region XI,Compostela Valley,128396.00000000000,Paloc ES,MARAGUSAN (SAN MARIANO),1st,318.00000000000,11.00000000000,Blue,Paloc,COMPOSTELA VALLEY,Maragusan,School with no Annexes,GPS Pinning (2012)
129,Region XI,Compostela Valley,128393.00000000000,New Manay ES,MARAGUSAN (SAN MARIANO),1st,111.00000000000,7.00000000000,Blue,New Manay,COMPOSTELA VALLEY,Maragusan,School with no Annexes,GPS Pinning (2012)
130,Region XI,Davao Oriental,129383.00000000000,Mayor Santiago Garcia Memorial School,CITY OF MATI (Capital),2nd,1080.00000000000,31.00000000000,Blue,Central,DAVAO ORIENTAL,Mati Central,School with no Annexes,GPS Pinning (2012)
131,Region XI,Davao Oriental,129407.00000000000,Tamisan ES,CITY OF MATI (Capital),2nd,309.00000000000,10.00000000000,Blue,Tamisan,DAVAO ORIENTAL,Mati North,School with no Annexes,GPS Pinning (2012)
132,Region XI,Davao Oriental,316105.00000000000,Paniquian NHS,BANAYBANAY,2nd,262.00000000000,6.00000000000,Blue,Paniquian,DAVAO ORIENTAL,Banaybanay,School with no Annexes,GPS Pinning (2012)
133,Region XI,Davao Oriental,129425.00000000000,Batobato CES,SAN ISIDRO,2nd,1196.00000000000,32.00000000000,Blue,Batobato,DAVAO ORIENTAL,San Isidro North,School with no Annexes,GPS Pinning (2012)
134,Region XI,Compostela Valley,128543.00000000000,Gumayan ES,PANTUKAN,2nd,217.00000000000,4.00000000000,Gold,Kingking,COMPOSTELA VALLEY,Pantukan,School with no Annexes,GPS Pinning (2012)
135,Region XI,Compostela Valley,128564.00000000000,Tugop ES,PANTUKAN,2nd,229.00000000000,5.00000000000,Blue,Kingking,COMPOSTELA VALLEY,Pantukan,School with no Annexes,GPS Pinning (2012)
136,Region XI,Compostela Valley,128532.00000000000,Araibo ES,PANTUKAN,2nd,395.00000000000,9.00000000000,Blue,Araibo,COMPOSTELA VALLEY,Pantukan,School with no Annexes,GPS Pinning (2012)
137,Region XI,Davao Oriental,304321.00000000000,Lupon NCHS (Lupon Voc'l. HS - Annex B),LUPON,2nd,862.00000000000,13.00000000000,Red,Ilangay,DAVAO ORIENTAL,Lupon West,School with no Annexes,GPS Pinning (2012)
138,Region XI,Davao Oriental,316106.00000000000,Don Mariano Marcos NHS,LUPON,2nd,251.00000000000,4.00000000000,Red,Don Mariano Marcos,DAVAO ORIENTAL,Lupon East,School with no Annexes,GPS Pinning (2012)
139,Region XI,Davao Oriental,129286.00000000000,Sigaboy CES,GOVERNOR GENEROSO,2nd,951.00000000000,20.00000000000,Yellow,Poblacion,DAVAO ORIENTAL,Gov. Generoso North,School with no Annexes,GPS Pinning (2012)
140,Region XI,Island Garden City of Samal,128602.00000000000,Cogon ES,ISLAND GARDEN CITY OF SAMAL,2nd,540.00000000000,11.00000000000,Yellow,Cogon,DAVAO DEL NORTE,Babak,School with no Annexes,GPS Pinning (2012)
141,Region XI,Island Garden City of Samal,128692.00000000000,Linosotan ES,ISLAND GARDEN CITY OF SAMAL,2nd,161.00000000000,5.00000000000,Blue,Linosotan,DAVAO DEL NORTE,Kaputian,School with no Annexes,GPS Pinning (2012)
142,Region XI,Compostela Valley,304192.00000000000,Mabini NHS,MABINI (DO├æA ALICIA),2nd,973.00000000000,21.00000000000,Yellow,Cuambog,COMPOSTELA VALLEY,Mabini,School with no Annexes,GPS Pinning (2012)
143,Region XI,Compostela Valley,128353.00000000000,Maco CES,MACO,2nd,1112.00000000000,30.00000000000,Blue,Binuangan,COMPOSTELA VALLEY,Maco North,School with no Annexes,GPS Pinning (2012)
144,Region XI,Compostela Valley,304193.00000000000,Maco NHS,MACO,2nd,2456.00000000000,51.00000000000,Yellow,Binuangan,COMPOSTELA VALLEY,Maco North,Mother school,GPS Pinning (2012)
145,Region XI,Tagum City,304261.00000000000,Tagum National Trade Sschool,CITY OF TAGUM (Capital),1st,1669.00000000000,43.00000000000,Blue,Apokon,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,GPS Pinning (2012)
146,Region XI,Davao del Sur,129002.00000000000,Mana CES,MALITA,2nd,642.00000000000,17.00000000000,Blue,MANA,DAVAO DEL SUR,Malita South,School with no Annexes,GPS Pinning (2012)
147,Region XI,Davao del Sur,128977.00000000000,Malita CES,MALITA,2nd,1460.00000000000,29.00000000000,Yellow,POBLACION,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
148,Region XI,Davao del Sur,128847.00000000000,Mabuhay ES,DON MARCELINO,2nd,413.00000000000,5.00000000000,Red,Mabuhay,DAVAO DEL SUR,Don Marcelino,School with no Annexes,GPS Pinning (2012)
149,Region XI,Davao del Sur,128980.00000000000,Nawan PS,MALITA,2nd,162.00000000000,3.00000000000,Gold,PANGIAN,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
150,Region XI,Davao del Sur,205025.00000000000,Kangko PS,MALITA,2nd,261.00000000000,0.00000000000,Black,DEMOLOC,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
151,Region XI,Davao del Sur,304271.00000000000,Demolok Valley NHS,MALITA,2nd,357.00000000000,4.00000000000,Red,Demolok,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
152,Region XI,Davao del Sur,128967.00000000000,Felis PS,MALITA,2nd,160.00000000000,3.00000000000,Gold,FELIS,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
153,Region XI,Davao del Sur,128850.00000000000,Jose Villanueva ES,DON MARCELINO,2nd,400.00000000000,6.00000000000,Red,NUEVA VILLA,DAVAO DEL SUR,Don Marcelino,School with no Annexes,GPS Pinning (2012)
154,Region XI,Davao del Sur,128844.00000000000,William Joyce ES,DON MARCELINO,2nd,489.00000000000,10.00000000000,Yellow,Lapuan,DAVAO DEL SUR,Don Marcelino,School with no Annexes,GPS Pinning (2012)
155,Region XI,Davao del Sur,304287.00000000000,Mariano Peralta NHS,MALITA,2nd,2476.00000000000,37.00000000000,Red,Poblacion,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
156,Region XI,Davao del Sur,128998.00000000000,Lenna ES,MALITA,2nd,199.00000000000,2.00000000000,Red,LITTLE BAGUIO,DAVAO DEL SUR,Malita South,School with no Annexes,GPS Pinning (2012)
157,Region XI,Davao del Sur,128993.00000000000,Kibalatong PS,MALITA,2nd,218.00000000000,5.00000000000,Blue,KIVALATONG,DAVAO DEL SUR,Malita South,School with no Annexes,GPS Pinning (2012)
158,Region XI,Davao del Sur,128972.00000000000,Kilalag ES,MALITA,2nd,558.00000000000,7.00000000000,Red,KILALAG,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
159,Region XI,Davao del Sur,128966.00000000000,Domingo Bautista Sr. PS,MALITA,2nd,190.00000000000,2.00000000000,Red,"AGDAO, TUBALAN",DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
160,Region XI,Davao del Sur,128984.00000000000,Julian M. Turado Elem. School,MALITA,2nd,561.00000000000,11.00000000000,Gold,DEMOLOC,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
161,Region XI,Davao del Sur,205029.00000000000,Sitio Guisok-BEAM PS,MALITA,2nd,51.00000000000,2.00000000000,Blue,DEMOLOC,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
162,Region XI,Davao del Sur,128853.00000000000,Tador & Masaglang ES,DON MARCELINO,2nd,492.00000000000,7.00000000000,Red,Kiobog,DAVAO DEL SUR,Don Marcelino,School with no Annexes,GPS Pinning (2012)
163,Region XI,Davao del Sur,205028.00000000000,Kibatang PS,DON MARCELINO,2nd,205.00000000000,4.00000000000,Gold,DALUPAN,DAVAO DEL SUR,Don Marcelino,School with no Annexes,GPS Pinning (2012)
164,Region XI,Davao del Sur,128964.00000000000,Mariano Calungsod Regis ES (Bolila ES),MALITA,2nd,334.00000000000,9.00000000000,Blue,TIMOG BOLILA,DAVAO DEL SUR,Malita North,School with no Annexes,GPS Pinning (2012)
165,Region XI,Davao del Sur,304266.00000000000,Basiawan NHS,SANTA MARIA,2nd,511.00000000000,13.00000000000,Blue,Basiawan,DAVAO DEL SUR,Sta. Maria East,School with no Annexes,GPS Pinning (2012)
166,Region XI,Davao del Sur,129111.00000000000,Jose Timbol Sr. CES,SANTA MARIA,2nd,1592.00000000000,34.00000000000,Yellow,POBLACION,DAVAO DEL SUR,Sta. Maria West,School with no Annexes,GPS Pinning (2012)
167,Region XI,Compostela Valley,304205.00000000000,Nabunturan NCHS,NABUNTURAN (Capital),2nd,2943.00000000000,75.00000000000,Blue,Poblacion,COMPOSTELA VALLEY,Nabunturan West,Mother school,GPS Pinning (2012)
168,Region XI,Tagum City,304225.00000000000,Tagum City National Comprehensive High School,CITY OF TAGUM (Capital),1st,2741.00000000000,43.00000000000,Red,Mankilam,DAVAO DEL NORTE,Tagum City North,School with no Annexes,GPS Pinning (2012)
169,Region XI,Compostela Valley,128421.00000000000,Tan-Awan ES,MAWAB,2nd,58.00000000000,3.00000000000,Blue,Malinawon,COMPOSTELA VALLEY,Mawab,School with no Annexes,GPS Pinning (2012)
170,Region XI,Tagum City,304261.00000000000,Tagum National Trade Sschool,CITY OF TAGUM (Capital),1st,1669.00000000000,43.00000000000,Blue,Apokon,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,GPS Pinning (2012)
171,Region XI,Tagum City,128768.00000000000,APOKON ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1600.00000000000,28.00000000000,Red,Apokon,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,GPS Pinning (2012)
172,Region XI,Tagum City,128795.00000000000,MANGGA ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1899.00000000000,30.00000000000,Red,Visayan Village,DAVAO DEL NORTE,Tagum City South,School with no Annexes,GPS Pinning (2012)
173,Region XI,Compostela Valley,128419.00000000000,Sawangan ES,MAWAB,2nd,244.00000000000,7.00000000000,Blue,Sawangan,COMPOSTELA VALLEY,Mawab,School with no Annexes,GPS Pinning (2012)
174,Region XI,Compostela Valley,128408.00000000000,Guisok PS,MAWAB,2nd,44.00000000000,3.00000000000,Blue,"Guisok, Poblacion",COMPOSTELA VALLEY,Mawab,School with no Annexes,GPS Pinning (2012)
175,Region XI,Compostela Valley,204008.00000000000,Lower Panansalan PS,COMPOSTELA,1st,44.00000000000,2.00000000000,Blue,Panansalan,COMPOSTELA VALLEY,Compostela,School with no Annexes,GPS Pinning (2012)
176,Region XI,Compostela Valley,204014.00000000000,Tugunan ES,NABUNTURAN (Capital),2nd,45.00000000000,1.00000000000,Blue,Katipunan,COMPOSTELA VALLEY,Nabunturan East,School with no Annexes,GPS Pinning (2012)
177,Region XI,Compostela Valley,128465.00000000000,Dauman ES,MONTEVISTA,1st,221.00000000000,6.00000000000,Blue,Dauman,COMPOSTELA VALLEY,Montevista,School with no Annexes,GPS Pinning (2012)
178,Region XI,Compostela Valley,304176.00000000000,Babag NHS,MONKAYO,1st,524.00000000000,10.00000000000,Gold,Babag,COMPOSTELA VALLEY,Moncayo,School with no Annexes,GPS Pinning (2012)
179,Region XI,Compostela Valley,128452.00000000000,San Jose ES,MONKAYO,1st,201.00000000000,6.00000000000,Blue,San Jose,COMPOSTELA VALLEY,Moncayo,School with no Annexes,GPS Pinning (2012)
180,Region XI,Compostela Valley,128450.00000000000,Samuag ES,MONKAYO,1st,402.00000000000,12.00000000000,Blue,Salvacion,COMPOSTELA VALLEY,Moncayo,School with no Annexes,GPS Pinning (2012)
181,Region XI,Compostela Valley,128439.00000000000,Moncayo CES,MONKAYO,1st,2301.00000000000,65.00000000000,Blue,Poblacion,COMPOSTELA VALLEY,Moncayo,School with no Annexes,GPS Pinning (2012)
182,Region XI,Tagum City,128785.00000000000,UNION ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1435.00000000000,23.00000000000,Red,Mankilam,DAVAO DEL NORTE,Tagum City North,School with no Annexes,GPS Pinning (2012)
183,Region XI,Tagum City,128772.00000000000,RIZAL I ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1663.00000000000,34.00000000000,Yellow,Magugpo South,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,GPS Pinning (2012)
184,Region XI,Davao del Norte,128713.00000000000,New Bohol ES,NEW CORELLA,1st,258.00000000000,7.00000000000,Blue,NEW BOHOL,DAVAO DEL NORTE,New Corella,School with no Annexes,GPS Pinning (2012)
185,Region XI,Davao del Norte,128700.00000000000,Cabidianan ES,NEW CORELLA,1st,243.00000000000,6.00000000000,Blue,CABIDIANAN,DAVAO DEL NORTE,New Corella,School with no Annexes,GPS Pinning (2012)
186,Region XI,Davao del Norte,204502.00000000000,Manguangan ES,NEW CORELLA,1st,139.00000000000,5.00000000000,Blue,MAMBING,DAVAO DEL NORTE,New Corella,School with no Annexes,GPS Pinning (2012)
187,Region XI,Davao del Norte,128706.00000000000,Guadalupe ES,NEW CORELLA,1st,174.00000000000,4.00000000000,Blue,LIMBAAN,DAVAO DEL NORTE,New Corella,School with no Annexes,GPS Pinning (2012)
188,Region XI,Davao del Norte,128707.00000000000,Kauswagan PS,NEW CORELLA,1st,89.00000000000,2.00000000000,Blue,LIMBAAN,DAVAO DEL NORTE,New Corella,School with no Annexes,GPS Pinning (2012)
189,Region XI,Davao del Norte,128719.00000000000,San Roque ES,NEW CORELLA,1st,527.00000000000,11.00000000000,Yellow,SAN ROQUE,DAVAO DEL NORTE,New Corella,School with no Annexes,GPS Pinning (2012)
190,Region XI,Davao del Norte,128704.00000000000,El Salvador ES,NEW CORELLA,1st,184.00000000000,4.00000000000,Yellow,EL SALVADOR,DAVAO DEL NORTE,New Corella,School with no Annexes,GPS Pinning (2012)
191,Region XII,Sarangani,316637.00000000000,Tagaytay Integrated School,ALABEL (Capital),Lone,41.00000000000,0.00000000000,Black,,SARANGANI,West Alabel,School with no Annexes,GPS Pinning (2012)
192,CARAGA,Surigao del Sur,317921.00000000000,Wakat ISS,BAROBO,2nd,169.00000000000,0.00000000000,Black,Wakat,SURIGAO DEL SUR,Barobo I,School with no Annexes,GPS Pinning (2012)
193,Region XI,Tagum City,128777.00000000000,LA FILIPINA ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1265.00000000000,20.00000000000,Red,La Filipina,DAVAO DEL NORTE,Tagum City North,School with no Annexes,GPS Pinning (2012)
194,Region XI,Davao City,129474.00000000000,Tawantawan ES,DAVAO CITY,3rd,545.00000000000,15.00000000000,Blue,Tawantawan,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
195,Region XI,Davao City,304384.00000000000,Marilog NHS - Marahan NHS,DAVAO CITY,3rd,328.00000000000,5.00000000000,Red,MARAHAN,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
196,Region XI,Davao City,129464.00000000000,Baguio CES,DAVAO CITY,3rd,673.00000000000,19.00000000000,Blue,Baguio,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
197,Region XI,Davao City,129472.00000000000,Tambobong ES,DAVAO CITY,3rd,749.00000000000,17.00000000000,Blue,Tambobong,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
198,Region XI,Davao City,129475.00000000000,Wines ES,DAVAO CITY,3rd,479.00000000000,15.00000000000,Blue,Wines,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
199,Region XI,Davao City,129470.00000000000,Malalan ES,DAVAO CITY,3rd,304.00000000000,8.00000000000,Blue,Carmen,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
200,Region XI,Davao City,129473.00000000000,Tamugan ES,DAVAO CITY,3rd,359.00000000000,8.00000000000,Blue,Upper Tamugan,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
201,Region XI,Davao City,129467.00000000000,Gumalang ES,DAVAO CITY,3rd,532.00000000000,16.00000000000,Blue,Gumalang,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
202,Region XI,Davao City,129465.00000000000,Bala ES,DAVAO CITY,3rd,76.00000000000,3.00000000000,Blue,Upper Tamugan,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
203,Region XI,Davao City,304344.00000000000,Elias P. Dacudao Gumalang School of Home Industries,DAVAO CITY,3rd,226.00000000000,5.00000000000,Blue,GUMALANG,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
204,Region XI,Davao City,129468.00000000000,Macatabo ES,DAVAO CITY,3rd,136.00000000000,3.00000000000,Blue,Tawantawan,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
205,Region XI,Davao City,129471.00000000000,Mangas-As ES,DAVAO CITY,3rd,151.00000000000,4.00000000000,Blue,Tambobong,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
206,Region XI,Davao City,304387.00000000000,Mintal NCHS - Tugbok HS,DAVAO CITY,3rd,574.00000000000,9.00000000000,Red,TUGBOK PROPER,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
207,Region XI,Davao City,129469.00000000000,Malagos ES,DAVAO CITY,3rd,574.00000000000,14.00000000000,Blue,Malagos,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
208,Region XI,Davao City,304342.00000000000,Baguio HS Of Agriculture,DAVAO CITY,3rd,198.00000000000,9.00000000000,Blue,TAWANTAWAN,DAVAO DEL SUR,Baguio,Mother school,PAPE
209,Region XI,Davao City,129466.00000000000,Cadalian ES,DAVAO CITY,3rd,371.00000000000,11.00000000000,Blue,Cadalian,DAVAO DEL SUR,Baguio,School with no Annexes,PAPE
210,Region XI,Davao City,129484.00000000000,Sasa ES,DAVAO CITY,2nd,742.00000000000,10.00000000000,Red,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
211,Region XI,Davao City,129488.00000000000,"Vicente Hizon, Sr. ES",DAVAO CITY,2nd,2746.00000000000,41.00000000000,Red,V. Hizon,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
212,Region XI,Davao City,129479.00000000000,D. Asuncion ES,DAVAO CITY,2nd,1528.00000000000,25.00000000000,Red,Bo. Pampanga,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
213,Region XI,Davao City,304367.00000000000,Dr. Santiago Dakudao Sr. Nat'l High School,DAVAO CITY,2nd,1070.00000000000,20.00000000000,Gold,"Malagamot, Panacan",DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
214,Region XI,Davao City,129478.00000000000,"Cornelio C. Reta, Sr. ES",DAVAO CITY,2nd,1102.00000000000,22.00000000000,Yellow,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
215,Region XI,Davao City,304366.00000000000,F. Bangoy NHS,DAVAO CITY,2nd,4170.00000000000,39.00000000000,Red,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
216,Region XI,Davao City,129482.00000000000,J. Cruz ES,DAVAO CITY,2nd,1052.00000000000,25.00000000000,Blue,Panacan,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
217,Region XI,Davao City,129480.00000000000,F. Bangoy CES,DAVAO CITY,2nd,1424.00000000000,34.00000000000,Blue,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
218,Region XI,Davao City,304364.00000000000,E. Ramos NHS,DAVAO CITY,2nd,234.00000000000,10.00000000000,Blue,Angliongto Sr.,DAVAO DEL SUR,Bangoy,School with no Annexes,PAPE
219,Region XI,Davao City,129499.00000000000,San Jose Elementary School,DAVAO CITY,3rd,448.00000000000,13.00000000000,Blue,Eden,DAVAO DEL SUR,Binugao,School with no Annexes,PAPE
220,Region XI,Davao City,129502.00000000000,Tagurano ES,DAVAO CITY,3rd,234.00000000000,6.00000000000,Blue,Tagurano,DAVAO DEL SUR,Binugao,School with no Annexes,PAPE
221,Region XI,Davao City,129495.00000000000,Lourdes ES,DAVAO CITY,3rd,140.00000000000,4.00000000000,Blue,Catigan,DAVAO DEL SUR,Binugao,School with no Annexes,PAPE
222,Region XI,Davao City,129503.00000000000,Tibuloy ES,DAVAO CITY,3rd,316.00000000000,8.00000000000,Blue,Tibuloy,DAVAO DEL SUR,Binugao,School with no Annexes,PAPE
223,Region XI,Davao City,304362.00000000000,Dona Carmen Denia NHS - J. V. Ferriols HS,DAVAO CITY,3rd,448.00000000000,6.00000000000,Red,LIZADA,DAVAO DEL SUR,Binugao,School with no Annexes,PAPE
